record_id,fecha_de_inicio,fecha_de_fin,fecha_del_registro,nombre_de_la_actividad,tipo_de_actividad,qu_tem_tica_s_aborda_la_ac,en_qu_estrategia_plan_inte,asist_total,asist_hombres,asist_mujeres,n_mero_de_horas,n_mero_de_sesiones,apellidos_y_nombre,distrito0,unidad_asistencial,unidad_asistencial_2,sexo,categor_a_profesional,especialidad_de_enfermer_a,horario,localidad_donde_se_realiza,es_una_zona_desfavorecidas,lugar_de_realizaci_n_de_la,poblaci_n_destinataria,observaciones_sobre_la_act
2937,17/12/2024,17/12/2024,17/12/2024,Taller salud comunitaria,22,26,12,12,4,8,1.5,2,"Montilla Navajas, Raquel",0,2,,0,9,,1,Granada,0,5,5,
2938,12/05/2025,12/05/2025,12/05/2025,Escuela Pacientes - EPOC,11,15,16,9,2,7,3.1,4,"Crespo Flores, Fernando",1,,1,1,2,3,1,Municipio Metro,0,7,8,
2939,05/11/2025,05/11/2025,05/11/2025,Intervención social RELAS,23,14,18,13,6,7,2.8,3,"Juárez Parra, Tomás",1,,20,1,13,,2,Municipio Metro,0,7,2,
2940,09/02/2024,09/02/2024,09/02/2024,PSIA sesión grupal,17,24,22,25,15,10,1.8,3,"Urbano Baena, César",0,5,,1,6,,2,Granada,1,1,9,
2941,04/04/2025,04/04/2025,04/04/2025,Taller lactancia materna,23,13,10,11,2,9,3.2,1,"Ramos Navarrete, Elisa",1,,16,1,2,4,2,Municipio Metro,0,9,1,
2942,03/09/2025,03/09/2025,03/09/2025,Sesión PIOBIN enfermería,9,1,17,9,3,6,1.9,2,"Moya Ruiz, Eva",0,0,,1,2,5,0,Granada,0,5,5,
2943,10/05/2025,10/05/2025,10/05/2025,Taller dolor crónico,13,4,3,8,3,5,1.3,4,"Arias Trujillo, Esther",1,,14,1,2,4,0,Municipio Metro,0,1,12,
2944,08/10/2024,08/10/2024,08/10/2024,Taller cesación tabáquica,9,10,5,6,2,4,2.3,3,"Herrera Parra, Susana",1,,3,0,2,,2,Municipio Metro,0,7,5,
2945,14/11/2024,14/11/2024,14/11/2024,Charla alimentación saludable,4,27,25,12,7,5,0.9,1,"Bravo Gómez, Victoria",1,,6,1,6,,2,Municipio Metro,1,4,2,
2946,03/09/2024,03/09/2024,03/09/2024,Escuela Pacientes - diabetes,10,3,5,15,4,11,3.3,4,"Úbeda Iglesias, Pilar",1,,1,1,2,5,0,Municipio Metro,0,4,4,
2947,02/07/2024,02/07/2024,02/07/2024,Ed. grupal rehab. respiratoria,5,12,5,15,5,10,1.4,4,"Bravo Gutiérrez, Noelia",0,5,,0,2,,0,Granada,0,5,14,
2948,24/09/2024,24/09/2024,24/09/2024,Taller dolor crónico,23,10,16,8,2,6,2.9,1,"Barrios Fuentes, Elena",0,5,,1,2,,2,Granada,0,6,13,
2949,28/08/2025,28/08/2025,28/08/2025,Ed. grupal rehab. respiratoria,13,8,2,11,5,6,3.1,2,"Soler Santos, Encarnación",1,,18,1,2,,2,Municipio Metro,0,4,8,
2950,08/12/2024,08/12/2024,08/12/2024,Taller salud laboral,19,14,6,20,8,12,2.8,2,"Navarro Herrera, Inés",1,,1,1,6,,0,Municipio Metro,0,4,0,
2951,15/05/2024,15/05/2024,15/05/2024,Charla actividad física y salud,17,10,22,20,6,14,3.7,3,"Bravo Cano, Ascensión",1,,12,1,6,,1,Municipio Metro,0,5,2,
2952,08/12/2024,08/12/2024,08/12/2024,Taller manejo situaciones crisis,17,28,18,14,7,7,3.2,1,"León González, Inés",1,,12,0,13,,2,Municipio Metro,1,2,15,
2953,16/09/2025,16/09/2025,16/09/2025,Sesión vacunas infantiles,11,20,8,12,5,7,0.5,2,"Montoya Flores, Adrián",1,,13,0,7,,2,Municipio Metro,1,9,0,
2954,11/07/2024,11/07/2024,11/07/2024,Sesión coordinación PSIA,20,21,18,26,11,15,1.1,2,"Salas Luque, Victoria",1,,5,1,9,,1,Municipio Metro,0,8,6,
2955,22/09/2025,22/09/2025,22/09/2025,Taller cesación tabáquica,7,4,16,13,4,9,2.8,2,"Muñoz León, María",1,,20,1,2,2,1,Municipio Metro,1,9,14,
2956,02/03/2024,02/03/2024,02/03/2024,Mapeo de activos comunitarios,22,10,19,12,4,8,3.7,2,"Gómez Suárez, Rafael",1,,12,1,6,,2,Municipio Metro,0,1,8,
2957,22/12/2024,22/12/2024,22/12/2024,Taller lactancia materna,23,1,17,7,3,4,0.7,3,"Jiménez Jurado, Beatriz",0,2,,1,2,,1,Granada,1,2,10,
2958,15/08/2025,15/08/2025,15/08/2025,Taller GRUSE cuidadoras,9,15,10,16,6,10,0.7,2,"Medina Ruiz, Sonia",1,,16,1,2,,0,Municipio Metro,0,0,7,
2959,21/01/2024,21/01/2024,21/01/2024,Intervención familias vulnerables,23,5,1,12,4,8,3.2,3,"Heredia Lara, Araceli",0,6,,1,13,,2,Granada,0,3,7,
2960,25/04/2025,25/04/2025,25/04/2025,Intervención social RELAS,22,5,18,12,2,10,2.6,3,"Juárez Parra, Tomás",0,8,,1,13,,2,Granada,0,6,3,
2961,17/12/2025,17/12/2025,17/12/2025,Taller lactancia materna,10,13,10,11,3,8,1.0,1,"Cruz Moreno, Olga",1,,1,1,2,,0,Municipio Metro,0,5,13,
2962,28/04/2024,28/04/2024,28/04/2024,Taller higiene postural,22,10,5,5,2,3,3.5,1,"Cortés Gutiérrez, Lorenzo",1,,14,1,5,,1,Municipio Metro,0,7,14,
2963,16/10/2024,16/10/2024,16/10/2024,Taller alimentación saludable adultos,6,12,5,11,4,7,1.5,1,"Iglesias León, Fátima",0,6,,1,2,,1,Granada,0,8,1,
2964,25/06/2024,25/06/2024,25/06/2024,Mapeo de activos comunitarios,17,3,25,24,7,17,0.5,2,"Contreras Ruiz, Julio",0,10,,1,6,,0,Granada,0,5,0,
2965,07/07/2024,07/07/2024,07/07/2024,Escuela Pacientes - EPOC,7,12,2,7,3,4,1.2,2,"Romero Gutiérrez, Beatriz",1,,0,1,2,2,2,Municipio Metro,1,4,3,
2966,12/11/2025,12/11/2025,12/11/2025,Taller salud laboral,0,25,6,23,9,14,1.0,4,"Contreras Iglesias, Gemma",1,,4,0,6,,2,Municipio Metro,0,9,12,
2967,04/07/2024,04/07/2024,04/07/2024,Charla tabaco,14,24,8,29,10,19,2.5,2,"Bravo Cano, Ascensión",0,4,,1,6,,2,Granada,1,9,8,
2968,15/02/2024,15/02/2024,15/02/2024,Mesa salud mental comunitaria,3,3,25,27,9,18,1.5,3,"Crespo Navajas, Marta",1,,13,1,6,,0,Municipio Metro,1,4,5,
2969,25/03/2025,25/03/2025,25/03/2025,Taller manejo situaciones crisis,23,28,24,7,2,5,4.0,1,"Núñez Mateo, Eduardo",0,7,,1,13,,0,Granada,0,0,4,
2970,16/06/2024,16/06/2024,16/06/2024,Taller habilidades parentales,23,28,14,14,5,9,0.9,3,"Carrillo Flores, Irene",0,11,,0,13,,0,Granada,0,3,9,
2971,24/03/2024,24/03/2024,24/03/2024,Taller GRUSE cuidadoras,6,3,2,11,3,8,3.3,4,"Muñoz Urbano, Antonio",1,,13,1,2,4,1,Municipio Metro,0,5,6,
2972,10/11/2025,10/11/2025,10/11/2025,Taller manejo situaciones crisis,17,20,18,9,2,7,3.1,4,"Contreras Ibáñez, Roberto",0,14,,1,13,,2,Granada,0,7,3,
2973,23/02/2025,23/02/2025,23/02/2025,Sesión menopausia,8,7,9,6,3,3,2.2,2,"Montero Vargas, Elisa",1,,19,1,2,1,2,Municipio Metro,0,1,0,
2974,02/01/2024,02/01/2024,02/01/2024,Sesión dolor crónico fisioterapia,23,1,2,12,4,8,3.9,4,"Olmedo Vargas, Fernando",1,,3,1,5,,1,Municipio Metro,0,0,6,
2975,24/02/2024,24/02/2024,24/02/2024,Taller bienestar emocional adultos,19,6,19,23,12,11,3.9,3,"González Díaz, Felipe",0,9,,1,6,,1,Granada,0,7,5,
2976,17/03/2025,17/03/2025,17/03/2025,Detección violencia de género,23,20,1,7,2,5,3.4,4,"Romero Infante, Elisa",1,,5,1,13,,1,Municipio Metro,0,7,8,
2977,28/05/2024,28/05/2024,28/05/2024,Escuela Pacientes - diabetes,22,13,3,11,3,8,2.4,2,"Méndez Ibáñez, Lourdes",0,3,,1,2,4,2,Granada,0,3,0,
2978,19/04/2025,19/04/2025,19/04/2025,Sesión IG EPOC,6,17,5,7,3,4,1.1,4,"Bravo Gutiérrez, Noelia",0,1,,1,2,6,0,Granada,1,6,5,
2979,25/06/2024,25/06/2024,25/06/2024,Intervención comunitaria barrio desfavorecido,3,26,18,16,7,9,3.9,3,"Molina Mateo, Ignacio",1,,6,1,9,,0,Municipio Metro,0,8,8,
2980,24/01/2024,24/01/2024,24/01/2024,Intervención familias vulnerables,3,14,14,5,2,3,1.4,1,"Chacón Ríos, Fátima",0,11,,1,13,,2,Granada,1,4,15,
2981,14/02/2025,14/02/2025,14/02/2025,Intervención social RELAS,17,5,24,4,1,3,2.2,3,"Bravo Domínguez, Blanca",1,,6,0,13,,1,Municipio Metro,0,8,8,
2982,04/05/2025,04/05/2025,04/05/2025,Sesión menopausia,6,7,10,15,5,10,2.7,1,"Herrera Parra, Susana",0,9,,0,2,,2,Granada,0,9,13,
2983,08/12/2024,08/12/2024,08/12/2024,Taller activos salud mental,3,21,12,15,5,10,1.9,3,"Herrera Soler, Pablo",0,9,,1,9,,0,Granada,1,7,11,
2984,27/11/2025,27/11/2025,27/11/2025,Intervención social RELAS,17,28,24,14,3,11,2.2,3,"Ortega Pedrosa, Claudia",1,,4,1,13,,2,Municipio Metro,0,2,5,
2985,06/04/2025,06/04/2025,06/04/2025,Taller GRUSE cuidadoras,23,17,2,15,3,12,2.7,2,"Soler Giménez, Olga",1,,18,0,2,,1,Municipio Metro,0,7,14,
2986,08/05/2024,08/05/2024,08/05/2024,Sesión IAHS,14,24,7,12,7,5,2.1,1,"Navajas Maldonado, Daniel",1,,16,1,6,,0,Municipio Metro,0,7,9,
2987,20/01/2024,20/01/2024,20/01/2024,Charla higiene dental infantil,23,21,8,19,9,10,3.9,1,"Núñez Chacón, Miguel",1,,14,0,7,,0,Municipio Metro,0,5,9,
2988,01/09/2024,01/09/2024,01/09/2024,Taller salud laboral,17,24,17,16,8,8,2.8,3,"Fernández Cantero, Miriam",1,,19,0,6,,2,Municipio Metro,0,2,4,
2989,23/11/2024,23/11/2024,23/11/2024,Taller incontinencia urinaria,22,3,5,13,2,11,3.7,1,"Montoya Lozano, Gracia",0,13,,1,2,,2,Granada,0,8,1,
2990,18/12/2024,18/12/2024,18/12/2024,Escuela Pacientes - diabetes,13,13,5,8,2,6,0.9,3,"Pardo Rueda, Claudia",1,,8,1,2,,0,Municipio Metro,0,0,8,
2991,13/11/2024,13/11/2024,13/11/2024,Taller hipertensión,10,8,2,8,2,6,3.9,1,"Urbano Sánchez, Isabel",0,14,,1,2,,2,Granada,0,5,10,
2992,27/05/2025,27/05/2025,27/05/2025,Ed. grupal rehab. respiratoria,5,7,5,18,3,15,3.4,4,"Juárez Trujillo, Claudia",1,,15,1,2,,0,Municipio Metro,0,8,14,
2993,21/10/2024,21/10/2024,21/10/2024,Taller incontinencia urinaria,13,3,5,6,2,4,4.0,3,"Juárez Trujillo, Claudia",0,2,,0,2,4,0,Granada,0,5,10,
2994,22/06/2025,22/06/2025,22/06/2025,Taller cuidadoras personas dependientes,9,10,9,9,2,7,1.3,2,"Montoya Pedrosa, Miriam",1,,13,1,2,,1,Municipio Metro,0,2,15,
2995,02/03/2025,02/03/2025,02/03/2025,Taller manejo situaciones crisis,3,20,14,6,2,4,3.1,1,"Marín Gómez, Sofía",0,6,,1,13,,2,Granada,1,0,10,
2996,13/09/2024,13/09/2024,13/09/2024,Sesión PIOBIN enfermería,8,13,10,17,3,14,0.6,4,"Laguna Quintero, Antonio",1,,8,1,2,,1,Municipio Metro,0,8,6,
2997,17/05/2025,17/05/2025,17/05/2025,Ed. grupal EPOC/asma,22,3,10,8,3,5,1.0,3,"Lozano Úbeda, Adrián",0,1,,1,2,5,1,Granada,0,5,6,
2998,16/09/2024,16/09/2024,16/09/2024,Charla tabaco,0,5,14,8,3,5,3.8,1,"Ibáñez Trujillo, Víctor",0,0,,1,6,,1,Granada,0,1,14,
2999,17/11/2025,17/11/2025,17/11/2025,Foro salud barrio,22,26,4,31,9,22,0.7,2,"Palomino Quintero, Adriana",0,9,,0,9,,2,Granada,0,4,5,
3000,02/12/2024,02/12/2024,02/12/2024,Charla higiene dental infantil,20,3,14,17,7,10,1.2,2,"Lozano Millán, Lourdes",0,14,,1,7,,0,Granada,0,7,12,
3001,13/12/2025,13/12/2025,13/12/2025,Detección violencia de género,3,5,1,11,3,8,1.2,1,"Suárez Duarte, Blanca",0,2,,0,13,,1,Granada,0,4,9,
3002,01/01/2025,01/01/2025,01/01/2025,Charla diabetes preventiva,23,10,16,14,8,6,3.1,1,"Millán Rubio, Juan",1,,12,0,6,,0,Municipio Metro,0,3,3,
3003,28/11/2024,28/11/2024,28/11/2024,Mapeo de activos comunitarios,22,7,8,12,4,8,1.5,1,"Bravo Gómez, Victoria",1,,12,0,6,,1,Municipio Metro,0,6,12,
3004,22/05/2025,22/05/2025,22/05/2025,Mesa de salud escolar,22,24,21,21,10,11,3.6,2,"Muñoz León, Raquel",1,,6,0,6,,2,Municipio Metro,0,9,13,
3005,12/07/2024,12/07/2024,12/07/2024,Charla recursos sociales y salud,22,28,24,5,2,3,2.6,1,"Marín Gómez, Sofía",1,,0,1,13,,1,Municipio Metro,0,3,0,
3006,25/03/2024,25/03/2024,25/03/2024,Ponencia salud mental,19,27,6,19,9,10,3.9,3,"Blanco Vergara, Araceli",0,11,,1,6,,1,Granada,0,1,0,
3007,02/05/2024,02/05/2024,02/05/2024,Charla alimentación saludable,17,4,8,8,4,4,1.4,4,"Iglesias Salas, Clemente",1,,15,0,6,,0,Municipio Metro,0,0,1,
3008,14/10/2024,14/10/2024,14/10/2024,Charla vacunas adultos,17,4,19,10,3,7,2.3,4,"Núñez Salas, Nuria",1,,4,1,6,,1,Municipio Metro,0,8,12,
3009,06/05/2024,06/05/2024,06/05/2024,Taller dolor crónico,13,15,2,9,4,5,3.3,4,"Osuna Peña, Araceli",1,,20,1,2,3,2,Municipio Metro,0,6,1,
3010,01/03/2025,01/03/2025,01/03/2025,Taller activos salud mental,18,26,4,21,5,16,1.7,2,"Palomino Quintero, Adriana",1,,20,1,9,,0,Municipio Metro,0,7,0,
3011,10/02/2024,10/02/2024,10/02/2024,Sesión Forma Joven - sexualidad,19,5,25,17,8,9,1.4,2,"Úbeda Navarro, Silvia",1,,14,0,6,,2,Municipio Metro,0,8,7,
3012,23/05/2024,23/05/2024,23/05/2024,Foro salud barrio,3,4,18,10,2,8,1.2,2,"Mateo Hinojosa, Fernando",1,,10,1,9,,0,Municipio Metro,0,6,8,
3013,16/02/2025,16/02/2025,16/02/2025,Escuela Pacientes - diabetes,22,17,16,12,3,9,3.9,3,"Cruz Bravo, Consuelo",1,,7,0,2,,0,Municipio Metro,0,1,1,
3014,23/04/2024,23/04/2024,23/04/2024,Intervención familias vulnerables,17,20,1,6,2,4,0.7,1,"Navajas Linares, Ascensión",1,,6,1,13,,1,Municipio Metro,0,0,15,
3015,17/01/2025,17/01/2025,17/01/2025,Taller GRUSE cuidadoras,11,4,3,12,5,7,1.1,2,"Moya Ruiz, Eva",1,,10,1,2,,1,Municipio Metro,0,4,9,
3016,19/05/2024,19/05/2024,19/05/2024,Taller incontinencia urinaria,23,16,10,13,6,7,1.8,4,"Heredia Moreno, Dolores",0,1,,1,2,,0,Granada,1,6,1,
3017,12/08/2025,12/08/2025,12/08/2025,Rehabilitación cardiaca grupal,10,1,5,13,4,9,2.9,2,"Montoya Roldán, Esperanza",1,,8,1,2,,0,Municipio Metro,1,4,1,
3018,19/10/2024,19/10/2024,19/10/2024,Ed. grupal diabetes tipo 2,8,12,5,10,2,8,4.0,4,"Úbeda Vargas, Susana",1,,6,1,2,3,1,Municipio Metro,0,7,13,
3019,14/11/2025,14/11/2025,14/11/2025,Taller dolor crónico,23,7,9,11,3,8,4.0,3,"Chacón Vergara, Maite",0,2,,1,2,,2,Granada,0,9,15,
3020,21/08/2024,21/08/2024,21/08/2024,Taller cesación tabáquica,23,4,17,18,3,15,3.7,3,"Linares Parra, Yolanda",1,,10,1,2,,1,Municipio Metro,0,6,3,
3021,01/11/2024,01/11/2024,01/11/2024,Taller lactancia materna,22,10,2,9,2,7,1.8,1,"Ríos Pascual, Nerea",0,11,,1,2,3,2,Granada,0,1,2,
3022,18/12/2024,18/12/2024,18/12/2024,Charla alimentación saludable,3,30,14,24,11,13,0.9,4,"Navarrete Mora, Sergio",0,1,,1,6,,2,Granada,0,1,11,
3023,06/01/2025,06/01/2025,06/01/2025,Charla prevención cardiovascular,22,14,6,9,4,5,3.9,1,"Cañas Trujillo, Andrea",0,6,,0,6,,1,Granada,0,2,12,
3024,24/06/2025,24/06/2025,24/06/2025,Sesión AVISTA,17,5,1,12,5,7,3.1,2,"Redondo Ríos, Concepción",1,,9,0,13,,2,Municipio Metro,0,3,4,
3025,15/11/2024,15/11/2024,15/11/2024,Taller GRUSE,10,25,16,8,4,4,3.9,3,"Ríos Montilla, Patricia",0,2,,1,2,5,0,Granada,0,1,14,
3026,25/05/2024,25/05/2024,25/05/2024,Detección violencia de género,23,5,1,7,1,6,1.2,1,"Rubio Palomino, Esther",0,10,,1,13,,2,Granada,0,8,6,
3027,01/12/2024,01/12/2024,01/12/2024,Mesa de salud escolar,19,6,22,22,12,10,0.9,1,"Cañas Bravo, Remedios",1,,11,0,6,,2,Municipio Metro,0,3,8,
3028,08/04/2024,08/04/2024,08/04/2024,Taller alimentación saludable adultos,6,3,2,14,5,9,3.5,3,"Espinosa Cruz, Antonia",1,,8,1,2,,1,Municipio Metro,0,9,8,
3029,04/11/2025,04/11/2025,04/11/2025,Sesión GRAFA,13,4,17,15,6,9,2.8,4,"Rueda Soler, Rebeca",1,,7,1,2,,1,Municipio Metro,0,8,8,
3030,18/11/2024,18/11/2024,18/11/2024,Taller hipertensión,11,1,10,14,2,12,2.9,2,"Cañas Pascual, Alicia",0,7,,1,2,1,1,Granada,0,4,8,
3031,12/09/2024,12/09/2024,12/09/2024,Detección violencia de género,3,14,14,4,1,3,1.5,2,"Barrios Díaz, Verónica",1,,18,0,13,,0,Municipio Metro,0,4,6,
3032,16/12/2025,16/12/2025,16/12/2025,Ed. grupal EPOC/asma,8,1,10,7,2,5,3.0,3,"Ramos Navarrete, Elisa",1,,8,1,2,,2,Municipio Metro,0,7,4,
3033,17/10/2024,17/10/2024,17/10/2024,Rehabilitación cardiaca grupal,10,8,10,13,2,11,1.2,2,"Fuentes Ruiz, Sofía",1,,20,1,2,,0,Municipio Metro,0,7,8,
3034,13/09/2025,13/09/2025,13/09/2025,Charla alimentación saludable,19,24,22,14,5,9,1.3,4,"Úbeda Navarro, Silvia",0,8,,1,6,,2,Granada,0,5,4,
3035,28/03/2024,28/03/2024,28/03/2024,Ponencia salud mental,4,1,16,9,4,5,2.7,2,"Gutiérrez Cruz, Carlos",1,,1,0,6,,2,Municipio Metro,0,3,9,
3036,25/12/2024,25/12/2024,25/12/2024,Sesión coordinación PSIA,22,26,25,12,5,7,3.0,2,"Salas Laguna, Sonia",1,,1,1,9,,2,Municipio Metro,0,6,10,
3037,13/05/2025,13/05/2025,13/05/2025,Taller alimentación infantil,20,21,21,17,6,11,3.6,1,"Campos Redondo, Amparo",1,,19,1,7,,0,Municipio Metro,0,9,12,
3038,16/04/2025,16/04/2025,16/04/2025,Taller dolor crónico,8,15,17,12,5,7,2.8,4,"Montoya Lozano, Rebeca",1,,4,1,2,4,2,Municipio Metro,0,9,2,
3039,11/04/2024,11/04/2024,11/04/2024,Educación maternal,23,10,9,9,2,7,2.1,3,"Iglesias León, Fátima",0,2,,1,2,,2,Granada,0,0,13,
3040,21/12/2024,21/12/2024,21/12/2024,Sesión GRAFA,13,17,17,18,3,15,2.0,3,"Heredia Moreno, Dolores",1,,3,1,2,,0,Municipio Metro,0,3,8,
3041,14/12/2024,14/12/2024,14/12/2024,Taller cesación tabáquica,7,12,10,14,5,9,3.5,1,"Mora Montero, Irene",0,4,,1,2,5,2,Granada,0,4,15,
3042,02/01/2025,02/01/2025,02/01/2025,Educación maternal,6,16,5,14,5,9,1.1,2,"Rubio Sánchez, Leire",1,,11,1,2,3,2,Municipio Metro,0,9,6,
3043,19/05/2025,19/05/2025,19/05/2025,Sesión menopausia,7,7,9,6,2,4,2.6,4,"Espinosa Juárez, Lourdes",0,9,,1,2,,0,Granada,1,1,12,
3044,22/11/2025,22/11/2025,22/11/2025,Jornada salud comunitaria barrio,4,1,22,25,11,14,4.0,4,"Montero Navarrete, Consuelo",1,,8,0,6,,0,Municipio Metro,0,6,8,
3045,27/09/2024,27/09/2024,27/09/2024,Taller GRUSE,6,17,10,15,5,10,3.8,1,"Vargas Trujillo, Adrián",1,,12,1,2,4,2,Municipio Metro,0,4,0,
3046,25/12/2024,25/12/2024,25/12/2024,Escuela Pacientes - EPOC,6,1,3,16,5,11,1.5,3,"Rubio Espejo, Esther",0,12,,0,2,,0,Granada,0,2,14,
3047,01/10/2024,01/10/2024,01/10/2024,Sesión GRAFA,22,10,9,12,4,8,3.4,2,"Ríos Pascual, Nerea",1,,5,1,2,,1,Municipio Metro,0,4,7,
3048,18/03/2024,18/03/2024,18/03/2024,Charla tabaco,3,17,14,22,9,13,1.1,4,"Arias Laguna, Claudia",0,4,,1,6,,1,Granada,0,9,14,
3049,02/11/2024,02/11/2024,02/11/2024,Mesa salud mental comunitaria,19,17,22,18,10,8,3.7,2,"Serrano Millán, Andrea",1,,13,1,6,,0,Municipio Metro,0,0,12,
3050,05/09/2024,05/09/2024,05/09/2024,Sesión Forma Joven pediatría,0,3,22,13,4,9,1.5,4,"Espejo León, Consuelo",0,13,,0,7,,2,Granada,0,4,2,
3051,02/01/2025,02/01/2025,02/01/2025,Educación maternal,8,25,9,5,2,3,2.1,2,"Pascual Gutiérrez, Paloma",0,7,,0,2,4,2,Granada,0,8,15,
3052,23/02/2024,23/02/2024,23/02/2024,Ed. grupal rehab. respiratoria,13,8,16,7,2,5,1.5,3,"Laguna Quintero, Antonio",1,,13,1,2,,2,Municipio Metro,0,6,3,
3053,13/09/2024,13/09/2024,13/09/2024,Charla actividad física y salud,20,10,21,27,11,16,1.9,1,"Espejo Fuentes, Victoria",1,,16,1,6,,2,Municipio Metro,0,6,14,
3054,17/03/2025,17/03/2025,17/03/2025,Charla tabaco,14,27,21,22,8,14,3.3,2,"Ramos Juárez, Ramón",1,,9,1,6,,2,Municipio Metro,0,3,4,
3055,24/01/2025,24/01/2025,24/01/2025,Ed. grupal diabetes tipo 2,11,4,10,18,5,13,3.0,3,"Montoya Pedrosa, Miriam",1,,12,1,2,,2,Municipio Metro,1,3,14,
3056,15/03/2024,15/03/2024,15/03/2024,Taller GRUSE,9,25,3,12,4,8,3.8,1,"Molina Cantero, Concepción",0,14,,1,2,,1,Granada,0,6,7,
3057,13/11/2025,13/11/2025,13/11/2025,Sesión vacunas infantiles,11,20,8,18,9,9,3.7,2,"Palomino Roldán, Eva",1,,17,1,7,,0,Municipio Metro,1,3,15,
3058,19/08/2025,19/08/2025,19/08/2025,Charla EPOC y tabaco,0,10,8,22,10,12,3.8,2,"Muñoz León, Raquel",1,,9,0,6,,0,Municipio Metro,0,7,6,
3059,16/12/2025,16/12/2025,16/12/2025,Sesión PSIA médico,4,1,8,12,7,5,3.4,2,"Calvo Rueda, Olga",1,,2,0,6,,1,Municipio Metro,1,4,10,
3060,09/04/2025,09/04/2025,09/04/2025,Charla lactancia materna,11,3,14,23,7,16,2.6,1,"Navarro Iglesias, Lidia",0,11,,1,7,,0,Granada,0,6,13,
3061,10/12/2025,10/12/2025,10/12/2025,Jornada salud comunitaria barrio,14,24,16,20,11,9,2.4,1,"Suárez Luque, Araceli",1,,13,1,6,,1,Municipio Metro,0,3,12,
3062,10/03/2024,10/03/2024,10/03/2024,Charla lactancia materna,20,3,8,14,5,9,3.6,4,"Linares Ríos, Sara",0,10,,1,7,,2,Granada,1,6,9,
3063,05/10/2025,05/10/2025,05/10/2025,Sesión coordinación PSIA,3,2,12,15,4,11,2.2,3,"Méndez Domínguez, Miguel",0,14,,1,9,,0,Granada,0,8,2,
3064,16/01/2024,16/01/2024,16/01/2024,Taller GRUSE cuidadoras,22,15,17,13,3,10,2.9,4,"Moreno Redondo, Sofía",1,,4,0,2,6,2,Municipio Metro,0,4,8,
3065,01/04/2024,01/04/2024,01/04/2024,Taller bienestar emocional adultos,4,6,6,29,15,14,1.7,4,"Reyes Olmedo, Carlos",0,12,,1,6,,0,Granada,0,8,10,
3066,16/12/2025,16/12/2025,16/12/2025,Taller lactancia materna,6,8,3,14,6,8,0.7,1,"Medina Ruiz, Sonia",1,,16,1,2,1,2,Municipio Metro,0,9,5,
3067,03/08/2024,03/08/2024,03/08/2024,Taller dolor crónico,7,25,17,7,3,4,2.6,4,"Vera Chacón, Esther",1,,9,1,2,1,1,Municipio Metro,0,8,14,
3068,26/03/2025,26/03/2025,26/03/2025,Sesión PIOBIN enfermería,11,13,16,10,3,7,3.7,4,"Espinosa Juárez, Lourdes",1,,19,1,2,,1,Municipio Metro,1,9,15,
3069,26/12/2024,26/12/2024,26/12/2024,Taller actividad física infantil,11,21,14,19,5,14,0.7,1,"Barrios Peña, Rafael",0,1,,0,7,,1,Granada,0,1,15,
3070,18/02/2025,18/02/2025,18/02/2025,Taller incontinencia urinaria,23,25,9,17,3,14,3.4,1,"Trujillo Campos, Eva",1,,10,1,2,,1,Municipio Metro,0,0,11,
3071,17/02/2024,17/02/2024,17/02/2024,Taller cesación tabáquica,5,16,5,13,6,7,3.1,1,"Pascual Gutiérrez, Paloma",1,,10,1,2,,0,Municipio Metro,0,7,14,
3072,05/11/2024,05/11/2024,05/11/2024,Sesión menopausia,22,3,9,12,5,7,0.9,2,"Bravo Espejo, Sara",0,11,,1,2,,2,Granada,0,0,6,
3073,24/04/2025,24/04/2025,24/04/2025,Charla prevención caídas,22,10,5,5,2,3,1.2,1,"Fernández Ibáñez, Vanessa",0,13,,1,5,,2,Granada,0,5,15,
3074,17/02/2024,17/02/2024,17/02/2024,Intervención riesgo conducta suicida,3,20,14,10,4,6,0.6,1,"Gutiérrez Espinosa, Cristina",1,,5,1,13,,1,Municipio Metro,0,4,3,
3075,25/11/2025,25/11/2025,25/11/2025,Sesión IAHS,17,30,16,26,10,16,2.1,3,"Ortega Vergara, Sandra",1,,9,0,6,,0,Municipio Metro,1,0,6,
3076,22/02/2024,22/02/2024,22/02/2024,Mapeo de activos comunitarios,19,1,21,19,9,10,2.3,3,"Linares Cañas, Antonia",1,,2,0,6,,0,Municipio Metro,0,8,1,
3077,24/12/2025,24/12/2025,24/12/2025,Charla diabetes preventiva,14,5,16,29,11,18,3.2,2,"Soler Cano, Ignacio",0,1,,0,6,,2,Granada,0,8,12,
3078,28/12/2025,28/12/2025,28/12/2025,Intervención social RELAS,3,20,14,8,2,6,3.5,2,"Carmona Sánchez, Álvaro",1,,17,1,13,,1,Municipio Metro,0,9,4,
3079,20/03/2025,20/03/2025,20/03/2025,Taller lactancia materna,6,16,5,10,4,6,1.2,3,"Cabello Cruz, Eva",1,,8,0,2,,0,Municipio Metro,1,4,1,
3080,15/12/2025,15/12/2025,15/12/2025,Sesión IAHS,0,3,7,8,4,4,2.1,1,"Calvo Bravo, Remedios",1,,8,1,6,,2,Municipio Metro,0,1,14,
3081,14/08/2025,14/08/2025,14/08/2025,Sesión menopausia,8,10,5,13,5,8,2.7,4,"Delgado Blanco, Elena",0,3,,1,2,,0,Granada,0,8,12,
