record_id,fecha_de_inicio,fecha_de_fin,fecha_del_registro,nombre_de_la_actividad,tipo_de_actividad,qu_tem_tica_s_aborda_la_ac,en_qu_estrategia_plan_inte,asist_total,asist_hombres,asist_mujeres,n_mero_de_horas,n_mero_de_sesiones,apellidos_y_nombre,distrito0,unidad_asistencial,unidad_asistencial_2,sexo,categor_a_profesional,especialidad_de_enfermer_a,horario,localidad_donde_se_realiza,es_una_zona_desfavorecidas,lugar_de_realizaci_n_de_la,poblaci_n_destinataria
1104,30/03/2025,30/03/2025,01/04/2025,Actividad PS: vacunación,24,27,23,28,7,21,1.1,1,"Carmona Morales, Alejandro",1,,1,M,6,,2,Alfacar,0,4,9
1105,21/07/2024,29/09/2024,23/07/2024,Rehabilitación respiratoria,10,20,14,16,8,8,19.8,11,"Blanco Montero, Inmaculada",1,,1,F,2,7,0,Alfacar,0,6,7
1106,23/02/2025,09/03/2025,23/02/2025,Sesión clínica: bienestar emocional,21,4,21,9,3,6,3.9,3,"Carmona Morales, Alejandro",1,,1,M,6,,1,Alfacar,0,10,5
1107,02/12/2024,24/02/2025,02/12/2024,Grupo dolor crónico,6,6,12,15,6,9,32.5,13,"Sánchez Rubio, Elena",1,,1,F,2,6,1,Alfacar,0,0,10
1108,28/04/2025,19/05/2025,28/04/2025,PSIA,17,20,3,9,0,9,9.2,4,"Blanco Montero, Inmaculada",1,,1,F,2,7,1,Alfacar,0,13,8
1109,31/05/2025,07/06/2025,05/06/2025,Taller de vacunación,23,27,20,28,6,22,4.6,2,"Cortés Blanco, Rosa",1,,1,F,2,7,0,Alfacar,0,12,9
1110,25/06/2024,06/08/2024,30/06/2024,Taller de otras formas fumar,23,19,19,18,6,12,12.6,7,"Díaz Guerrero, Pablo",1,,1,M,4,,1,Alfacar,0,7,12
1111,23/01/2025,23/01/2025,23/01/2025,Charla sobre higiene manos,0,11,19,56,24,32,1.0,1,"Cortés Blanco, Rosa",1,,1,F,2,7,0,Alfacar,0,5,15
1112,08/11/2025,31/12/2025,12/11/2025,Rehabilitación cardiaca,9,15,19,12,8,4,29.4,14,"Sánchez Rubio, Elena",1,,1,F,2,6,2,Alfacar,0,0,8
1113,06/10/2025,03/11/2025,11/10/2025,Taller de manejo enf. crónicas,23,16,14,18,9,9,12.5,5,"Díaz Guerrero, Pablo",1,,1,M,4,,0,Alfacar,0,2,3
1114,04/06/2024,04/06/2024,05/06/2024,Mesa informativa: manejo enf. crónicas,19,16,11,11,3,8,1.9,1,"Carmona Morales, Alejandro",1,,1,M,6,,1,Alfacar,0,7,4
1115,23/10/2025,31/12/2025,25/10/2025,PITA,16,10,12,25,14,11,34.5,15,"Sánchez Rubio, Elena",1,,1,F,2,6,0,Alfacar,0,1,0
1116,10/05/2025,10/05/2025,12/05/2025,Mapeo de activos: primeros auxilios,18,22,2,5,2,3,1.5,1,"Reyes Serrano, Patricia",1,,1,F,9,,1,Alfacar,0,7,15
1117,08/06/2024,08/06/2024,09/06/2024,Sesión formativa: tabaco,22,7,9,11,3,8,1.1,1,"Díaz Guerrero, Pablo",1,,1,M,4,,2,Alfacar,0,2,7
1118,25/04/2025,25/04/2025,27/04/2025,Mesa informativa: tabaco,19,7,2,20,6,14,0.6,1,"Díaz Guerrero, Pablo",1,,1,M,4,,2,Alfacar,0,8,9
1119,15/08/2025,24/10/2025,20/08/2025,PIOBIN,15,20,6,21,5,16,22.0,11,"Sánchez Rubio, Elena",1,,1,F,2,6,2,Alfacar,0,11,5
1120,07/02/2024,21/02/2024,12/02/2024,Ponencia: alimentación saludable,20,3,10,41,16,25,6.9,3,"Carmona Morales, Alejandro",1,,1,M,6,,0,Alfacar,0,12,13
1121,04/06/2024,04/06/2024,08/06/2024,Sesión formativa: bienestar emocional,22,4,21,22,9,13,1.7,1,"Ruiz Delgado, Roberto",1,,1,M,2,8,2,Alfacar,0,13,6
1122,19/05/2024,19/05/2024,19/05/2024,Sesión formativa: vacunación,22,27,9,7,2,5,1.1,1,"Carmona Morales, Alejandro",1,,1,M,6,,2,Alfacar,0,13,2
1123,03/04/2024,03/04/2024,05/04/2024,Charla sobre bienestar emocional,0,4,8,25,10,15,1.4,1,"Reyes Serrano, Patricia",1,,1,F,9,,1,Alfacar,0,2,2
1124,01/10/2024,14/01/2025,01/10/2024,PIOBIN,15,7,20,17,5,12,33.6,16,"Cortés Blanco, Rosa",1,,1,F,2,7,1,Alfacar,0,2,10
1125,25/02/2025,25/02/2025,25/02/2025,Mesa informativa: consumo alcohol,19,6,4,12,2,10,1.4,1,"Díaz Guerrero, Pablo",1,,1,M,4,,1,Alfacar,0,14,15
1126,11/10/2025,18/10/2025,13/10/2025,Sesión formativa: vacunación,22,27,9,12,3,9,3.0,2,"Carmona Morales, Alejandro",1,,1,M,6,,1,Alfacar,0,13,7
1127,06/08/2024,29/10/2024,10/08/2024,PSIA,17,15,25,24,1,23,31.2,13,"Sánchez Rubio, Elena",1,,1,F,2,6,1,Alfacar,0,2,0
1128,26/03/2025,02/04/2025,31/03/2025,Reunión coordinación — bienestar emocional,3,4,12,2,1,1,2.0,2,"Carmona Morales, Alejandro",1,,1,M,6,,0,Alfacar,0,14,7
1129,14/01/2025,14/01/2025,18/01/2025,Mesa informativa: tabaco,19,7,21,55,22,33,1.6,1,"Carmona Morales, Alejandro",1,,1,M,6,,1,Alfacar,0,14,12
1130,10/07/2024,31/07/2024,11/07/2024,IAHS,14,11,10,14,5,9,7.6,4,"Ruiz Delgado, Roberto",1,,1,M,2,8,2,Alfacar,0,2,10
1131,07/01/2025,21/01/2025,11/01/2025,Sesión formativa: otras temáticas,22,30,8,14,8,6,3.9,3,"Díaz Guerrero, Pablo",1,,1,M,4,,1,Alfacar,0,3,12
1132,04/08/2024,04/08/2024,08/08/2024,Mesa informativa: otras formas fumar,19,19,21,10,3,7,0.7,1,"Díaz Guerrero, Pablo",1,,1,M,4,,1,Alfacar,0,13,4
1133,22/05/2024,14/08/2024,26/05/2024,Grupo dolor crónico,6,9,8,15,7,8,29.9,13,"Blanco Montero, Inmaculada",1,,1,F,2,7,0,Alfacar,0,10,15
1134,23/04/2025,16/07/2025,28/04/2025,PITA,16,16,22,18,8,10,31.2,13,"Blanco Montero, Inmaculada",1,,1,F,2,7,1,Alfacar,0,11,7
1135,18/06/2024,25/06/2024,19/06/2024,Sesión clínica: consumo alcohol,21,6,11,22,7,15,3.2,2,"Carmona Morales, Alejandro",1,,1,M,6,,2,Alfacar,0,9,1
1136,22/01/2024,22/01/2024,26/01/2024,Ponencia: consumo alcohol,20,6,13,33,16,17,1.9,1,"Carmona Morales, Alejandro",1,,1,M,6,,0,Alfacar,0,14,3
1137,13/03/2024,26/06/2024,15/03/2024,PITA,16,20,13,23,12,11,36.8,16,"Reyes Serrano, Patricia",1,,1,F,9,,0,Alfacar,0,10,8
1138,12/07/2024,16/08/2024,16/07/2024,GRUSE,13,3,11,12,6,6,13.2,6,"Reyes Serrano, Patricia",1,,1,F,9,,0,Alfacar,0,10,4
1139,18/02/2025,13/05/2025,20/02/2025,Rehabilitación cardiaca,9,12,2,24,11,13,26.0,13,"Sánchez Rubio, Elena",1,,1,F,2,6,2,Alfacar,0,12,6
1140,05/05/2025,05/05/2025,07/05/2025,Charla sobre vacunación,0,27,22,59,20,39,0.8,1,"Carmona Morales, Alejandro",1,,1,M,6,,0,Alfacar,1,11,9
1141,11/08/2025,06/10/2025,15/08/2025,Grupo EPOC/asma,8,12,11,25,12,13,15.3,9,"Sánchez Rubio, Elena",1,,1,F,2,6,0,Alfacar,1,2,9
1142,13/07/2024,20/07/2024,17/07/2024,Taller de vacunación,23,27,20,19,4,15,5.2,2,"Carmona Morales, Alejandro",1,,1,M,6,,2,Alfacar,0,11,2
1143,19/10/2025,21/12/2025,19/10/2025,PIOBIN,15,7,23,11,3,8,19.0,10,"Ruiz Delgado, Roberto",1,,1,M,2,8,1,Alfacar,0,5,4
1144,11/09/2024,23/10/2024,16/09/2024,PSIA,17,26,1,14,2,12,14.7,7,"Reyes Serrano, Patricia",1,,1,F,9,,0,Alfacar,0,2,2
1145,15/09/2024,06/10/2024,16/09/2024,Programa educación maternal,11,22,16,12,0,12,9.6,4,"Sánchez Rubio, Elena",1,,1,F,2,6,1,Alfacar,0,5,6
1146,23/04/2025,21/05/2025,23/04/2025,GRUSE,13,22,4,18,9,9,10.0,5,"Reyes Serrano, Patricia",1,,1,F,9,,0,Alfacar,0,3,6
1147,26/03/2024,30/04/2024,30/03/2024,Ponencia: otras temáticas,20,30,22,63,31,32,8.4,6,"Carmona Morales, Alejandro",1,,1,M,6,,2,Alfacar,0,12,2
1148,08/01/2025,09/04/2025,09/01/2025,Rehabilitación respiratoria,10,22,4,19,10,9,33.6,14,"Sánchez Rubio, Elena",1,,1,F,2,6,2,Alfacar,1,7,8
1149,17/06/2024,12/08/2024,18/06/2024,PIOBIN,15,21,9,25,13,12,15.3,9,"Ruiz Delgado, Roberto",1,,1,M,2,8,2,Alfacar,0,6,5
1150,12/07/2024,11/10/2024,17/07/2024,PIOBIN,15,3,20,14,7,7,22.4,14,"Cortés Blanco, Rosa",1,,1,F,2,7,2,Alfacar,1,2,4
1151,10/10/2025,24/10/2025,14/10/2025,Taller de voluntades vitales,23,29,8,30,11,19,6.6,3,"Carmona Morales, Alejandro",1,,1,M,6,,1,Alfacar,0,5,8
1152,19/09/2024,17/10/2024,19/09/2024,IAHS,14,7,19,8,2,6,9.0,5,"Cortés Blanco, Rosa",1,,1,F,2,7,1,Alfacar,0,8,0
1153,20/04/2024,20/04/2024,23/04/2024,Charla sobre lactancia materna,0,15,18,27,15,12,1.2,1,"Cortés Blanco, Rosa",1,,1,F,2,7,2,Alfacar,0,2,4
1154,28/03/2025,11/07/2025,28/03/2025,Programa educación maternal,11,4,5,12,1,11,38.4,16,"Aguilar Moreno, Pedro",1,,2,M,2,1,1,Alhama,0,11,8
1155,08/08/2024,12/09/2024,08/08/2024,Actividad PS: enf. transmisibles,1,9,11,83,45,38,7.2,6,"Suárez Navarro, Juan",1,,2,M,11,,0,Alhama,0,2,0
1156,29/08/2025,29/08/2025,31/08/2025,Mesa informativa: sexualidad,19,24,7,43,18,25,2.0,1,"Cortés Blanco, Nuria",1,,2,F,9,,0,Alhama,0,4,7
1157,02/03/2024,02/03/2024,05/03/2024,Mesa informativa: sexualidad,19,24,24,51,14,37,1.5,1,"Ramos González, Verónica",1,,2,F,13,,0,Alhama,0,3,3
1158,24/09/2025,24/09/2025,28/09/2025,Sesión formativa: consumo alcohol,22,6,21,28,10,18,1.1,1,"Ramos González, Verónica",1,,2,F,13,,2,Alhama,0,11,0
1159,06/08/2025,20/08/2025,09/08/2025,Actividad PS: parentalidad positiva,24,20,12,14,7,7,3.0,3,"Díaz Ortiz, Concepción",1,,2,F,13,,0,Alhama,0,11,4
1160,15/08/2024,29/08/2024,15/08/2024,Sesión formativa: voluntades vitales,22,29,24,27,6,21,5.1,3,"Fuentes Aguilar, Rosa",1,,2,F,2,4,0,Alhama,0,8,9
1161,22/03/2025,19/04/2025,25/03/2025,Grupo dolor crónico,6,22,18,15,7,8,11.5,5,"Fuentes Aguilar, Rosa",1,,2,F,2,4,1,Alhama,0,14,0
1162,17/09/2025,08/10/2025,21/09/2025,Actividad PS: alimentación saludable,24,3,22,36,20,16,5.6,4,"Molina Navarro, Salvador",1,,2,M,15,,0,Alhama,0,8,0
1163,18/09/2025,18/09/2025,21/09/2025,Actividad PS: otras temáticas,1,30,9,28,15,13,2.4,1,"Blanco Cruz, Mario",1,,2,M,10,,0,Alhama,0,3,13
1164,19/01/2024,09/02/2024,22/01/2024,Mapeo de activos: manejo enf. crónicas,18,16,14,32,14,18,4.4,4,"Ramos González, Verónica",1,,2,F,13,,2,Alhama,0,5,9
1165,02/09/2025,07/10/2025,03/09/2025,Taller de alimentación saludable,23,3,18,25,13,12,10.8,6,"Molina Navarro, Salvador",1,,2,M,15,,1,Alhama,1,14,15
1166,29/07/2024,05/08/2024,01/08/2024,Mapeo de activos: enf. transmisibles,18,9,25,21,10,11,3.2,2,"Montero Fernández, Verónica",1,,2,F,11,,2,Alhama,0,7,11
1167,14/05/2024,28/05/2024,19/05/2024,Actividad PS: otras temáticas,24,30,16,28,14,14,4.2,3,"Molina Navarro, Salvador",1,,2,M,15,,2,Alhama,0,0,4
1168,02/01/2025,20/03/2025,04/01/2025,Rehabilitación cardiaca,9,3,5,16,8,8,21.6,12,"Aguilar Moreno, Pedro",1,,2,M,2,1,1,Alhama,0,4,7
1169,25/12/2024,25/12/2024,28/12/2024,Charla sobre bienestar emocional,0,4,10,13,4,9,1.2,1,"Díaz Ortiz, Concepción",1,,2,F,13,,2,Alhama,0,4,8
1170,06/11/2024,06/11/2024,10/11/2024,Sesión formativa: otras temáticas,22,30,6,5,1,4,1.2,1,"Jiménez Espinosa, Diego",1,,2,M,10,,1,Alhama,0,9,9
1171,02/07/2024,06/08/2024,04/07/2024,Ponencia: higiene manos,20,11,14,104,31,73,11.4,6,"Montero Fernández, Verónica",1,,2,F,11,,2,Alhama,0,5,4
1172,12/09/2024,31/10/2024,13/09/2024,Taller de manejo enf. crónicas,23,16,12,24,11,13,19.2,8,"Díaz Rodríguez, Enrique",1,,2,M,2,7,0,Alhama,0,4,10
1173,03/04/2025,10/04/2025,08/04/2025,Ponencia: prev. accidentes,20,21,13,84,19,65,3.8,2,"Blanco Cruz, Mario",1,,2,M,10,,1,Alhama,0,0,11
1174,07/05/2025,28/05/2025,09/05/2025,Actividad PS: bienestar emocional,24,4,13,39,21,18,6.0,4,"Molina Navarro, Salvador",1,,2,M,15,,0,Alhama,0,8,2
1175,20/11/2024,22/01/2025,20/11/2024,Rehabilitación cardiaca,9,15,3,21,13,8,24.0,10,"Fuentes Aguilar, Rosa",1,,2,F,2,4,0,Alhama,0,2,0
1176,21/02/2025,14/03/2025,24/02/2025,Taller de parentalidad positiva,23,20,14,26,9,17,12.0,4,"Ramos González, Verónica",1,,2,F,13,,0,Alhama,0,6,12
1177,08/11/2024,08/11/2024,13/11/2024,Mesa informativa: IRAS,19,14,15,27,8,19,1.4,1,"Montero Fernández, Verónica",1,,2,F,11,,1,Alhama,0,0,14
1178,09/04/2024,09/04/2024,11/04/2024,Mesa informativa: lactancia materna,19,15,11,32,14,18,1.1,1,"Ramos González, Verónica",1,,2,F,13,,0,Alhama,0,9,5
1179,03/05/2024,24/05/2024,06/05/2024,Actividad PS: IRAS,24,14,8,19,9,10,4.4,4,"Montero Fernández, Verónica",1,,2,F,11,,2,Alhama,0,9,4
1180,22/07/2024,22/07/2024,27/07/2024,Sesión clínica: alimentación saludable,21,3,15,14,4,10,1.4,1,"Lara Espinosa, Cristina",1,,2,F,7,,0,Alhama,0,4,4
1181,01/05/2024,08/05/2024,01/05/2024,Actividad PS: prev. accidentes,24,21,22,26,9,17,3.0,2,"Jiménez Espinosa, Diego",1,,2,M,10,,1,Alhama,0,6,0
1182,02/03/2025,02/03/2025,06/03/2025,Actividad PS: envejecimiento,1,10,23,55,28,27,2.4,1,"Jiménez Espinosa, Diego",1,,2,M,10,,0,Alhama,0,4,15
1183,03/12/2024,10/12/2024,03/12/2024,Taller de otras adicciones,23,18,17,22,11,11,4.6,2,"Cortés Blanco, Nuria",1,,2,F,9,,0,Alhama,0,9,12
1184,14/06/2024,28/06/2024,18/06/2024,Ponencia: envejecimiento,20,10,10,83,27,56,4.2,3,"Blanco Cruz, Mario",1,,2,M,10,,1,Alhama,0,14,11
1185,07/03/2025,21/03/2025,10/03/2025,Sesión formativa: voluntades vitales,22,29,13,9,4,5,4.2,3,"Díaz Rodríguez, Enrique",1,,2,M,2,7,1,Alhama,1,1,13
1186,20/09/2024,20/09/2024,25/09/2024,Mesa informativa: consumo alcohol,19,6,3,46,22,24,1.0,1,"Ramos González, Verónica",1,,2,F,13,,0,Alhama,0,8,12
1187,24/03/2024,31/03/2024,25/03/2024,Sesión formativa: alimentación saludable,22,3,20,19,10,9,3.8,2,"Molina Navarro, Salvador",1,,2,M,15,,0,Alhama,0,12,14
1188,09/03/2025,09/03/2025,11/03/2025,Reunión coordinación — manejo enf. crónicas,3,16,15,5,2,3,1.1,1,"Díaz Ortiz, Concepción",1,,2,F,13,,0,Alhama,0,11,0
1189,21/10/2025,04/11/2025,26/10/2025,Actividad PS: enf. transmisibles,1,9,18,52,19,33,5.7,3,"Montero Fernández, Verónica",1,,2,F,11,,1,Alhama,0,12,10
1190,31/12/2025,31/12/2025,31/12/2025,Grupo EPOC/asma,8,22,19,9,4,5,10.0,5,"Fuentes Aguilar, Rosa",1,,2,F,2,4,1,Alhama,1,10,6
1191,09/02/2025,16/03/2025,10/02/2025,Taller de parentalidad positiva,23,20,15,15,3,12,10.8,6,"Díaz Ortiz, Concepción",1,,2,F,13,,1,Alhama,0,6,3
1192,27/01/2024,27/01/2024,27/01/2024,Charla sobre IRAS,0,14,25,53,13,40,1.0,1,"Lara Espinosa, Cristina",1,,2,F,7,,1,Alhama,0,11,13
1193,09/12/2024,13/01/2025,14/12/2024,Ponencia: vacunación,20,27,14,33,11,22,9.6,6,"Montero Fernández, Verónica",1,,2,F,11,,2,Alhama,0,12,10
1194,23/03/2025,04/05/2025,26/03/2025,Rehabilitación respiratoria,10,4,25,20,12,8,14.0,7,"Fuentes Aguilar, Rosa",1,,2,F,2,4,0,Alhama,0,11,0
1195,27/06/2024,01/08/2024,02/07/2024,Grupo cuidadoras,5,20,2,13,4,9,12.0,6,"Fuentes Aguilar, Rosa",1,,2,F,2,4,1,Alhama,0,2,14
1196,27/04/2024,27/04/2024,27/04/2024,Mesa informativa: higiene manos,19,11,5,40,13,27,0.7,1,"Montero Fernández, Verónica",1,,2,F,11,,0,Alhama,0,14,0
1197,27/08/2025,27/08/2025,28/08/2025,Charla sobre prev. accidentes,0,21,11,55,28,27,1.3,1,"Díaz Rodríguez, Enrique",1,,2,M,2,7,2,Alhama,0,10,7
1198,30/07/2025,17/09/2025,03/08/2025,Rehabilitación cardiaca,9,29,25,10,6,4,12.0,8,"Fuentes Aguilar, Rosa",1,,2,F,2,4,2,Alhama,0,2,0
1199,16/10/2024,20/11/2024,18/10/2024,PIOBIN,15,9,7,8,3,5,9.6,6,"Díaz Rodríguez, Enrique",1,,2,M,2,7,2,Alhama,0,0,10
1200,27/04/2024,06/07/2024,02/05/2024,Grupo cuidadoras,5,8,5,17,5,12,20.9,11,"Aguilar Moreno, Pedro",1,,2,M,2,1,0,Alhama,0,3,7
1201,22/07/2025,22/07/2025,27/07/2025,Charla sobre bienestar emocional,0,4,16,23,9,14,1.1,1,"Montero López, Concepción",1,,2,F,8,,0,Alhama,0,11,4
1202,30/03/2024,27/04/2024,04/04/2024,Taller de voluntades vitales,23,29,21,24,7,17,14.0,5,"Aguilar Moreno, Pedro",1,,2,M,2,1,1,Alhama,0,13,12
1203,08/03/2024,22/03/2024,09/03/2024,Taller de parentalidad positiva,23,20,12,21,5,16,8.4,3,"Montero López, Concepción",1,,2,F,8,,2,Alhama,0,14,7
1204,07/04/2024,28/04/2024,08/04/2024,Grupo cuidadoras,5,3,4,11,5,6,8.0,4,"Díaz Rodríguez, Enrique",1,,2,M,2,7,1,Alhama,0,3,5
1205,16/11/2024,16/11/2024,16/11/2024,Mesa informativa: otras temáticas,19,30,3,27,14,13,1.3,1,"Montero Fernández, Verónica",1,,2,F,11,,0,Alhama,0,8,12
1206,05/01/2025,19/01/2025,08/01/2025,Actividad PS: prev. accidentes,24,21,17,11,3,8,4.8,3,"Blanco Cruz, Mario",1,,2,M,10,,0,Alhama,1,13,4
1207,20/10/2024,27/10/2024,23/10/2024,Sesión clínica: act. física,21,1,14,14,3,11,3.0,2,"Lara Espinosa, Cristina",1,,2,F,7,,2,Alhama,0,6,0
1208,07/04/2025,05/05/2025,07/04/2025,Grupo dolor crónico,6,15,19,16,8,8,11.0,5,"Aguilar Moreno, Pedro",1,,2,M,2,1,2,Alhama,0,5,9
1209,04/10/2024,11/10/2024,05/10/2024,Ponencia: sexualidad,20,24,10,97,20,77,4.8,2,"Cortés Blanco, Nuria",1,,2,F,9,,0,Alhama,0,2,15
1210,30/12/2024,30/12/2024,02/01/2025,Sesión formativa: envejecimiento,22,10,10,10,3,7,1.8,1,"Jiménez Espinosa, Diego",1,,2,M,10,,2,Alhama,0,5,2
1211,29/08/2024,29/08/2024,31/08/2024,Sesión formativa: prev. accidentes,22,21,21,25,13,12,1.3,1,"Jiménez Espinosa, Diego",1,,2,M,10,,2,Alhama,0,3,5
1212,28/09/2025,12/10/2025,01/10/2025,Ponencia: vacunación,20,27,9,108,34,74,6.0,3,"Suárez Navarro, Juan",1,,2,M,11,,1,Alhama,1,0,2
1213,01/10/2025,15/10/2025,04/10/2025,Mapeo de activos: conducta suicida,18,5,14,40,10,30,4.2,3,"Ramos González, Verónica",1,,2,F,13,,1,Alhama,0,7,8
1214,25/07/2024,25/07/2024,28/07/2024,Sesión formativa: IRAS,22,14,8,22,12,10,1.7,1,"Montero Fernández, Verónica",1,,2,F,11,,2,Alhama,0,0,11
1215,18/09/2024,18/09/2024,23/09/2024,Reunión coordinación — prev. accidentes,3,21,1,5,2,3,1.8,1,"Fuentes Aguilar, Rosa",1,,2,F,2,4,1,Alhama,0,9,7
1216,03/12/2025,03/12/2025,04/12/2025,Mesa informativa: prev. accidentes,19,21,7,55,16,39,1.8,1,"Suárez Navarro, Juan",1,,2,M,11,,0,Alhama,0,6,5
1217,14/09/2025,28/12/2025,15/09/2025,Grupo cuidadoras,5,14,16,21,6,15,25.6,16,"Lara Espinosa, Cristina",1,,2,F,7,,0,Alhama,0,4,6
1218,08/04/2025,08/04/2025,13/04/2025,Mesa informativa: otras temáticas,19,30,5,32,17,15,1.6,1,"Suárez Navarro, Juan",1,,2,M,11,,2,Alhama,0,0,7
1219,12/11/2025,19/11/2025,16/11/2025,Sesión formativa: otras temáticas,22,30,21,12,5,7,2.0,2,"Montero Fernández, Verónica",1,,2,F,11,,0,Alhama,0,6,3
1220,02/06/2025,02/06/2025,03/06/2025,Mesa informativa: manejo enf. crónicas,19,16,2,38,10,28,1.2,1,"Díaz Ortiz, Concepción",1,,2,F,13,,1,Alhama,0,0,13
1221,11/08/2025,22/09/2025,14/08/2025,PIOBIN,15,15,11,14,7,7,12.6,7,"Aguilar Moreno, Pedro",1,,2,M,2,1,0,Alhama,1,12,2
1222,22/01/2024,22/04/2024,24/01/2024,Grupo dolor crónico,6,4,4,14,3,11,30.8,14,"Fuentes Aguilar, Rosa",1,,2,F,2,4,1,Alhama,0,7,12
1223,30/08/2025,15/11/2025,02/09/2025,PSIA,17,15,25,19,3,16,25.2,12,"Fuentes Aguilar, Rosa",1,,2,F,2,4,1,Alhama,0,7,8
1224,24/11/2025,31/12/2025,27/11/2025,PITA,16,7,18,16,6,10,27.0,15,"Cortés Blanco, Nuria",1,,2,F,9,,1,Alhama,0,10,14
1225,18/07/2025,01/08/2025,22/07/2025,Reunión coordinación — otras temáticas,3,30,8,5,2,3,5.7,3,"Blanco Cruz, Mario",1,,2,M,10,,2,Alhama,0,8,15
1226,24/07/2025,31/07/2025,24/07/2025,Ponencia: sexualidad,20,24,21,59,21,38,2.8,2,"Cortés Blanco, Nuria",1,,2,F,9,,1,Alhama,0,10,3
1227,31/05/2025,05/07/2025,05/06/2025,Taller de consumo alcohol,23,6,21,29,13,16,12.6,6,"Flores Martínez, Lucía",1,,3,F,8,,0,Armilla,0,0,7
1228,03/12/2025,31/12/2025,08/12/2025,Rehabilitación cardiaca,9,22,11,18,12,6,11.0,5,"Fuentes Carmona, Elena",1,,3,F,2,8,0,Armilla,0,12,8
1229,24/04/2025,24/04/2025,24/04/2025,Charla sobre alimentación saludable,0,3,22,25,9,16,1.8,1,"Díaz Montero, Roberto",1,,3,M,14,,1,Armilla,0,9,0
1230,22/02/2024,29/02/2024,22/02/2024,Actividad PS: conducta suicida,24,5,1,36,10,26,2.8,2,"Flores Martínez, Lucía",1,,3,F,8,,1,Armilla,1,14,5
1231,27/08/2024,24/09/2024,31/08/2024,Taller de tabaco,23,7,18,23,11,12,13.5,5,"Hidalgo Cabrera, Concepción",1,,3,F,2,7,2,Armilla,0,11,11
1232,18/06/2025,16/07/2025,21/06/2025,Actividad PS: otras temáticas,1,30,8,23,5,18,8.5,5,"Hernández Rubio, Roberto",1,,3,M,11,,1,Armilla,0,3,12
1233,31/12/2025,31/12/2025,01/01/2026,Grupo cuidadoras,5,14,20,14,7,7,25.5,15,"Delgado Blanco, Laura",1,,3,F,7,,1,Armilla,0,13,4
1234,25/10/2025,31/12/2025,25/10/2025,Grupo cuidadoras,5,20,1,10,3,7,22.4,14,"Delgado Romero, Alberto",1,,3,M,7,,1,Armilla,0,0,11
1235,04/03/2024,04/03/2024,04/03/2024,Charla sobre vacunación,0,27,5,10,3,7,1.0,1,"Delgado Romero, Alberto",1,,3,M,7,,1,Armilla,0,4,5
1236,30/08/2025,06/12/2025,30/08/2025,GRUSE,13,20,17,23,8,15,22.5,15,"Flores Martínez, Lucía",1,,3,F,8,,0,Armilla,1,9,0
1237,19/06/2025,07/08/2025,19/06/2025,PIOBIN,15,29,8,19,7,12,15.2,8,"Pérez Fernández, Sandra",1,,3,F,2,3,0,Armilla,0,1,4
1238,26/07/2025,27/09/2025,28/07/2025,Programa educación maternal,11,21,15,12,1,11,16.0,10,"Castro Aguilar, Carmen",1,,3,F,7,,1,Armilla,0,7,8
1239,28/11/2025,31/12/2025,29/11/2025,Actividad PS: enf. transmisibles,1,9,5,33,10,23,18.0,6,"Hernández Rubio, Roberto",1,,3,M,11,,2,Armilla,0,14,10
1240,08/09/2025,27/10/2025,12/09/2025,Taller de higiene postural,23,12,15,21,10,11,22.4,8,"Aguilar Martínez, Ramón",1,,3,M,2,9,1,Armilla,0,7,7
1241,18/05/2025,22/06/2025,23/05/2025,IAHS,14,4,19,12,4,8,11.4,6,"Fuentes Carmona, Elena",1,,3,F,2,8,1,Armilla,0,7,2
1242,18/07/2024,19/09/2024,19/07/2024,PSIA,17,21,13,12,1,11,19.0,10,"Fuentes Carmona, Elena",1,,3,F,2,8,2,Armilla,0,13,14
1243,25/12/2024,02/04/2025,27/12/2024,GRUSE,13,24,8,15,5,10,24.0,15,"Flores Martínez, Lucía",1,,3,F,8,,1,Armilla,0,6,1
1244,11/10/2025,11/10/2025,13/10/2025,Charla sobre lactancia materna,0,15,9,56,23,33,0.9,1,"Delgado Blanco, Laura",1,,3,F,7,,1,Armilla,1,8,2
1245,26/01/2024,02/02/2024,30/01/2024,Actividad PS: IRAS,1,14,10,75,23,52,3.0,2,"Hernández Rubio, Roberto",1,,3,M,11,,0,Armilla,0,0,2
1246,17/10/2024,31/10/2024,19/10/2024,Sesión formativa: uso medicamento,22,25,24,29,8,21,4.5,3,"Díaz Montero, Roberto",1,,3,M,14,,2,Armilla,0,3,8
1247,18/11/2024,18/11/2024,23/11/2024,Charla sobre vacunación,0,27,13,35,15,20,1.0,1,"Díaz Montero, Roberto",1,,3,M,14,,1,Armilla,0,7,13
1248,09/06/2025,09/06/2025,14/06/2025,Charla sobre higiene postural,0,12,3,11,3,8,1.7,1,"Aguilar Martínez, Ramón",1,,3,M,2,9,0,Armilla,0,3,8
1249,12/12/2024,12/12/2024,13/12/2024,Sesión clínica: enf. transmisibles,21,9,5,7,2,5,1.6,1,"Delgado Romero, Alberto",1,,3,M,7,,2,Armilla,0,13,13
1250,17/01/2024,31/01/2024,21/01/2024,Sesión formativa: violencia género,22,28,15,14,7,7,3.6,3,"Flores Martínez, Lucía",1,,3,F,8,,1,Armilla,0,0,12
